date,close,volume
2016-02-19,29.58,30009348
2016-02-22,29.62,23146944
2016-02-23,29.77,25860563
2016-02-24,29.73,26677393
2016-02-25,29.89,15280267
2016-02-26,30.13,25140503
2016-02-29,30.65,39137851
2016-03-01,31.11,24123169
2016-03-02,30.95,17391429
2016-03-03,30.88,17274840
2016-03-04,30.85,28870945
2016-03-07,31.12,42970081
2016-03-08,30.5,29429868
2016-03-09,30.02,26554497
2016-03-10,30.01,21877444
2016-03-11,30.25,31453759
2016-03-14,30.28,16603890
2016-03-15,30.02,30137447
2016-03-16,30.67,47835638
2016-03-17,30.23,19518694
2016-03-18,30.04,25251774
2016-03-21,30.08,28766918
2016-03-22,30.31,39947965
2016-03-23,30.36,24542545
2016-03-24,30.75,22906394
2016-03-28,30.65,32893899
2016-03-29,31.06,36640845
2016-03-30,30.44,28555493
2016-03-31,30.43,26677626
2016-04-01,30.95,27896640
2016-04-04,30.48,41699759
2016-04-05,30.74,29345497
2016-04-06,30.44,22544748
2016-04-07,31.33,31564625
2016-04-08,31.41,30568868
2016-04-11,31.63,42600559
2016-04-12,31.2,33609769
2016-04-13,31.63,37377172
2016-04-14,31.7,18659933
2016-04-15,32.02,31022856
2016-04-18,32.48,23764568
2016-04-19,32.74,37813591
2016-04-20,32.21,25141136
2016-04-21,31.33,33049264
2016-04-22,31.37,24310821
2016-04-25,31.37,17734201
2016-04-26,32.1,33220876
2016-04-27,31.57,25057727
2016-04-28,31.9,37130606
2016-04-29,31.52,48489805
2016-05-02,31.63,19603182
2016-05-03,31.48,20165566
2016-05-04,32.2,30778099
2016-05-05,32.23,22645377
2016-05-06,32.18,32516106
2016-05-09,32.02,32583767
2016-05-10,31.77,32625283
2016-05-11,31.66,23486742
2016-05-12,31.06,27491602
2016-05-13,30.86,26621428
2016-05-16,31.17,31924330
2016-05-17,30.55,22265302
2016-05-18,30.65,21460603
2016-05-19,30.72,21860949
2016-05-20,30.67,28613994
2016-05-23,31.3,26747268
2016-05-24,31.3,20981839
2016-05-25,31.38,15804293
2016-05-26,31.1,23434859
2016-05-27,31.08,19808459
2016-05-31,31.16,30495507
2016-06-01,31.38,29117462
2016-06-02,31.71,41765963
2016-06-03,31.78,19877235
2016-06-06,31.76,24025382
2016-06-07,31.12,36462013
2016-06-08,31.29,26709340
2016-06-09,31.07,24686760
2016-06-10,31.51,25900653
2016-06-13,31.66,29004245
2016-06-14,31.99,32041108
2016-06-15,32.25,21764893
2016-06-16,32.0,25190070
2016-06-17,32.35,25236390
2016-06-20,32.48,36632971
2016-06-21,32.3,20855905
2016-06-22,32.13,22771415
2016-06-23,32.27,24343078
2016-06-24,32.41,18378593
2016-06-27,32.63,26991617
2016-06-28,32.92,20122526
2016-06-29,32.68,30901164
2016-06-30,32.44,40372858
2016-07-01,32.21,35044155
2016-07-05,32.44,16658193
2016-07-06,32.37,42163018
2016-07-07,32.31,41268232
2016-07-08,32.04,24372109
2016-07-11,31.89,28830301
2016-07-12,32.1,30925102
2016-07-13,32.21,13791146
2016-07-14,31.8,18454474
2016-07-15,31.61,27713354
2016-07-18,32.09,33185999
2016-07-19,32.2,23516609
2016-07-20,32.55,25689168
2016-07-21,32.59,19570523
2016-07-22,33.05,27795914
2016-07-25,33.22,22592346
2016-07-26,32.71,20503561
2016-07-27,32.58,39184740
2016-07-28,32.43,21330033
2016-07-29,32.46,12616416
2016-08-01,32.88,17522404
2016-08-02,32.57,16000518
2016-08-03,32.24,34313813
2016-08-04,32.11,25614778
2016-08-05,32.32,21989754
2016-08-08,31.86,36429265
2016-08-09,31.81,24968939
2016-08-10,31.98,23548793
2016-08-11,32.2,29186840
2016-08-12,32.83,50582204
2016-08-15,32.23,27557696
2016-08-16,32.56,25569241
2016-08-17,32.57,41121976
2016-08-18,32.46,33452428
2016-08-19,32.61,42032418
2016-08-22,32.65,25794178
2016-08-23,32.57,18756319
2016-08-24,32.14,45570883
2016-08-25,32.39,31451180
2016-08-26,32.78,26510447
2016-08-29,32.51,31371925
2016-08-30,32.61,31866815
2016-08-31,32.67,38403154
2016-09-01,32.29,37632994
2016-09-02,32.36,23381808
2016-09-06,32.64,30651745
2016-09-07,32.59,16333176
2016-09-08,32.19,36988808
2016-09-09,32.08,25795033
2016-09-12,31.55,23832992
2016-09-13,31.52,35420200
2016-09-14,31.57,26758560
2016-09-15,31.37,33084944
2016-09-16,31.26,27819193
2016-09-19,31.44,20597588
2016-09-20,31.56,26817996
2016-09-21,31.49,12945809
2016-09-22,30.99,29141038
2016-09-23,31.31,42949318
2016-09-26,31.4,33220588
2016-09-27,31.35,41312737
2016-09-28,31.51,19265318
2016-09-29,30.82,65644741
2016-09-30,30.69,18925803
2016-10-03,29.79,38219716
2016-10-04,30.23,26030413
2016-10-05,29.83,38398381
2016-10-06,29.4,24675715
2016-10-07,29.47,26204303
2016-10-10,30.24,30729248
2016-10-11,30.19,26897124
2016-10-12,30.31,20315240
2016-10-13,30.02,28199401
2016-10-14,29.74,35674738
2016-10-17,29.41,31965084
2016-10-18,29.07,28981803
2016-10-19,29.51,35780204
2016-10-20,29.48,18956873
2016-10-21,29.29,27886425
2016-10-24,28.78,45588032
2016-10-25,28.46,23631452
2016-10-26,28.21,13318360
2016-10-27,27.48,53594025
2016-10-28,27.42,30274558
2016-10-31,27.71,35726849
2016-11-01,28.02,23854930
2016-11-02,28.23,42630895
2016-11-03,27.96,22820744
2016-11-04,27.97,33011436
2016-11-07,27.87,23817191
2016-11-08,28.25,16595307
2016-11-09,28.03,25437277
2016-11-10,27.89,25804279
2016-11-11,27.52,20077539
2016-11-14,28.06,29281653
2016-11-15,28.58,40178072
2016-11-16,28.88,16523244
2016-11-17,28.56,29749178
2016-11-18,29.06,63081322
2016-11-21,28.86,27510423
2016-11-22,28.99,30934057
2016-11-23,29.45,35752368
2016-11-25,28.52,46813780
2016-11-28,27.88,33076648
2016-11-29,28.09,24319355
2016-11-30,27.67,31740915
2016-12-01,27.29,34014467
2016-12-02,27.31,17516514
2016-12-05,27.67,24779510
2016-12-06,27.23,31949397
2016-12-07,27.19,20775888
2016-12-08,27.17,14994235
2016-12-09,27.56,27911655
2016-12-12,27.73,27943790
2016-12-13,26.82,49362273
2016-12-14,26.54,45432590
2016-12-15,27.19,38875391
2016-12-16,27.0,33466940
2016-12-19,26.97,33657183
2016-12-20,26.33,35357080
2016-12-21,26.96,36092006
2016-12-22,26.86,24366043
2016-12-23,27.07,30943633
2016-12-27,26.94,22322786
2016-12-28,26.95,22161243
2016-12-29,27.46,23181735
2016-12-30,27.59,28145684
2017-01-03,28.14,29989645
2017-01-04,28.31,30701091
2017-01-05,28.23,25251850
2017-01-06,28.2,21147791
2017-01-09,27.19,45276929
2017-01-10,27.08,26122446
2017-01-11,26.97,31088271
2017-01-12,26.88,25900164
2017-01-13,26.5,27018566
2017-01-17,26.03,42817950
2017-01-18,25.92,21497991
2017-01-19,25.33,35726375
2017-01-20,25.59,32135481
2017-01-23,25.39,39072204
2017-01-24,25.6,28747027
2017-01-25,25.66,20455416
2017-01-26,25.64,22734175
2017-01-27,25.68,16625178
2017-01-30,25.76,34391979
2017-01-31,25.43,59239002
2017-02-01,24.49,28852609
2017-02-02,24.66,29680551
2017-02-03,24.75,26084024
2017-02-06,24.47,69815813
2017-02-07,25.22,30149776
2017-02-08,24.61,38771930
2017-02-09,24.87,33631018
2017-02-10,24.63,25519852
2017-02-13,24.46,25024122
2017-02-14,24.73,37466048
2017-02-15,24.71,30628042
2017-02-16,24.47,16955901
2017-02-17,23.48,46553597
2017-02-21,22.87,48911511
2017-02-22,23.66,65547633
2017-02-23,23.02,50096836
2017-02-24,23.01,21726183
2017-02-27,23.36,24287632
2017-02-28,23.68,28158249
2017-03-01,24.01,30430704
2017-03-02,24.66,47765450
2017-03-03,24.87,22249895
2017-03-06,24.74,21917267
2017-03-07,25.04,36522624
2017-03-08,25.54,27221994
2017-03-09,26.13,26253735
2017-03-10,26.23,31343975
2017-03-13,26.63,25041884
2017-03-14,26.6,16892689
2017-03-15,26.09,27175484
2017-03-16,26.4,29982242
2017-03-17,26.89,41565444
2017-03-20,26.06,50721811
2017-03-21,25.91,65391921
2017-03-22,26.22,47134504
2017-03-23,26.88,70791214
2017-03-24,26.91,17129423
2017-03-27,26.14,23203719
2017-03-28,26.75,40111122
2017-03-29,27.16,28516120
2017-03-30,27.38,34196041
2017-03-31,27.02,33738593
2017-04-03,26.07,49549095
2017-04-04,25.41,44494913
2017-04-05,25.82,38469745
2017-04-06,25.95,21255834
2017-04-07,25.92,21923684
2017-04-10,26.09,19171252
2017-04-11,25.32,52394840
2017-04-12,25.92,36192991
2017-04-13,26.5,44783521
2017-04-17,25.98,33800221
2017-04-18,25.62,20995181
2017-04-19,25.5,19729958
2017-04-20,25.55,21491130
2017-04-21,25.43,25745849
2017-04-24,25.37,26791104
2017-04-25,25.55,32813343
2017-04-26,25.13,31827462
2017-04-27,25.01,46284863
2017-04-28,24.17,35058438
2017-05-01,23.91,25864166
2017-05-02,23.63,22360427
2017-05-03,23.25,24630827
2017-05-04,23.3,24788213
2017-05-05,23.63,35827657
2017-05-08,24.2,43397811
2017-05-09,24.88,39741309
2017-05-10,24.74,31945814
2017-05-11,25.24,44425953
2017-05-12,25.18,22895378
2017-05-15,25.74,32447633
2017-05-16,25.09,53164873
2017-05-17,25.03,25255552
2017-05-18,25.15,23486547
2017-05-19,25.51,45830568
2017-05-22,25.48,19374641
2017-05-23,25.06,14884425
2017-05-24,24.69,16280881
2017-05-25,24.89,25822462
2017-05-26,25.49,30644703
2017-05-30,25.89,16439247
2017-05-31,25.74,23834966
2017-06-01,25.43,34086766
2017-06-02,25.28,13344216
2017-06-05,25.13,35018344
2017-06-06,24.22,41301771
2017-06-07,24.2,16677135
2017-06-08,24.75,42115909
2017-06-09,24.74,32556432
2017-06-12,24.24,42448447
2017-06-13,24.27,25874399
2017-06-14,24.31,36380364
2017-06-15,24.61,44430297
2017-06-16,24.9,31075553
2017-06-19,26.16,55028732
2017-06-20,26.37,28066511
2017-06-21,26.68,23113844
2017-06-22,26.23,45982129
2017-06-23,26.61,21943224
2017-06-26,26.36,23469184
2017-06-27,26.0,30222552
2017-06-28,26.45,26672970
2017-06-29,25.94,44831029
2017-06-30,26.5,26028365
2017-07-03,26.61,28172957
2017-07-05,26.7,17748420
2017-07-06,26.09,27158807
2017-07-07,26.35,31402698
2017-07-10,25.89,38881881
2017-07-11,25.97,28493880
2017-07-12,26.42,45854516
2017-07-13,26.71,43387793
2017-07-14,26.19,33000045
2017-07-17,26.23,19117846
2017-07-18,26.29,25866231
2017-07-19,26.74,35848635
2017-07-20,26.31,17197553
2017-07-21,26.37,21252084
2017-07-24,26.49,33939724
2017-07-25,26.5,40556450
2017-07-26,26.6,33816530
2017-07-27,26.83,31099655
2017-07-28,26.94,14526816
2017-07-31,26.52,36721711
2017-08-01,26.89,22489305
2017-08-02,26.69,29790457
2017-08-03,26.77,22065046
2017-08-04,26.21,29749569
2017-08-07,26.78,42917470
2017-08-08,26.74,20007924
2017-08-09,26.62,33412855
2017-08-10,27.11,22863005
2017-08-11,27.26,34893296
2017-08-14,27.25,17034554
2017-08-15,27.13,22075789
2017-08-16,26.9,39565848
2017-08-17,26.69,31594294
2017-08-18,26.32,20594495
2017-08-21,26.26,21886598
2017-08-22,26.32,34459397
2017-08-23,26.25,15711365
2017-08-24,26.26,29846050
2017-08-25,26.97,50604599
2017-08-28,26.97,33791177
2017-08-29,26.91,32924071
2017-08-30,27.96,44641045
2017-08-31,28.59,58788401
2017-09-01,28.76,25646232
2017-09-05,29.07,18420526
2017-09-06,29.28,21443789
2017-09-07,29.54,19873676
2017-09-08,30.04,39005159
2017-09-11,29.89,38777286
2017-09-12,31.07,45180395
2017-09-13,30.68,18408972
2017-09-14,30.79,45417138
2017-09-15,30.68,35527692
2017-09-18,29.81,88328879
2017-09-19,29.56,15656983
2017-09-20,29.41,24774046
2017-09-21,29.59,27976535
2017-09-22,29.1,34524414
2017-09-25,29.25,22879192
2017-09-26,29.04,26013266
2017-09-27,29.22,32035829
2017-09-28,29.16,18215989
2017-09-29,29.93,26032957
2017-10-02,30.35,21539488
2017-10-03,30.55,29568542
2017-10-04,30.97,42635770
2017-10-05,30.88,35396928
2017-10-06,29.83,51797137
2017-10-09,29.67,26374820
2017-10-10,29.71,18343315
2017-10-11,29.61,49667216
2017-10-12,29.23,39499691
2017-10-13,29.03,43745502
2017-10-16,28.8,56436363
2017-10-17,28.6,21444574
2017-10-18,28.87,21612443
2017-10-19,28.98,25573292
2017-10-20,28.65,35210390
2017-10-23,28.58,27057225
2017-10-24,28.88,21771961
2017-10-25,29.38,29391704
2017-10-26,29.69,22896196
2017-10-27,29.87,45250075
2017-10-30,29.77,31641983
2017-10-31,29.95,51024458
2017-11-01,29.77,30447825
2017-11-02,30.28,33971526
2017-11-03,29.49,58523055
2017-11-06,29.26,26160392
2017-11-07,29.71,36916722
2017-11-08,29.8,47535815
2017-11-09,29.55,15301904
2017-11-10,28.74,43667882
2017-11-13,29.32,31997325
2017-11-14,29.16,26742023
2017-11-15,28.94,24796730
2017-11-16,28.66,29399130
2017-11-17,29.23,23951438
2017-11-20,29.71,32083084
2017-11-21,29.66,47673177
2017-11-22,29.91,36640882
2017-11-24,29.84,33560160
2017-11-27,29.97,31793126
2017-11-28,30.54,44840093
2017-11-29,30.41,28233537
2017-11-30,30.72,29746057
2017-12-01,30.28,21067301
2017-12-04,30.51,20127156
2017-12-05,30.48,27129749
2017-12-06,30.47,30697677
2017-12-07,30.57,29637037
2017-12-08,30.03,51345091
2017-12-11,29.8,34765429
2017-12-12,29.82,28311762
2017-12-13,30.28,29862962
2017-12-14,30.2,65289170
2017-12-15,29.85,28210909
2017-12-18,30.05,18111444
2017-12-19,30.38,44946064
2017-12-20,30.73,25514995
2017-12-21,31.35,26569090
2017-12-22,31.28,28428520
2017-12-26,31.1,21316744
2017-12-27,31.09,37732806
2017-12-28,30.96,35657324
2017-12-29,30.97,27745379
2018-01-02,31.01,21797989
2018-01-03,30.94,33834278
2018-01-04,30.27,35581880
2018-01-05,30.43,26791695
2018-01-08,30.23,13804105
2018-01-09,30.95,28792222
2018-01-10,31.06,45612259
2018-01-11,31.18,23393257
2018-01-12,31.09,19382248
2018-01-16,30.52,27206295
2018-01-17,29.96,49020069
2018-01-18,30.16,31246480
2018-01-19,29.75,36057598
2018-01-22,29.58,17435604
2018-01-23,29.87,37403046
2018-01-24,30.11,26916134
2018-01-25,30.3,23129042
2018-01-26,30.03,30171305
2018-01-29,30.15,24202818
2018-01-30,29.9,33719982
2018-01-31,30.03,18645316
2018-02-01,29.7,31486868
2018-02-02,29.47,36194568
2018-02-05,29.12,32687597
2018-02-06,29.09,27971729
2018-02-07,28.86,34638545
2018-02-08,28.9,29779001
2018-02-09,28.39,28247650
2018-02-12,28.4,26381522
2018-02-13,28.15,46360250
2018-02-14,28.37,43154784
2018-02-15,28.61,28682183
2018-02-16,28.31,34537294
2018-02-20,28.11,22764903
2018-02-21,28.1,24315610
2018-02-22,28.24,30388547
2018-02-23,27.86,34553159
2018-02-26,28.25,40534473
2018-02-27,28.41,25377691
2018-02-28,28.34,22084505
2018-03-01,28.09,19678494
2018-03-02,27.94,25526229
2018-03-05,27.69,26594345
2018-03-06,27.8,28734521
2018-03-07,27.59,24864049
2018-03-08,27.28,21082607
2018-03-09,27.03,19380271
2018-03-12,26.94,23951119
2018-03-13,26.79,19849408
2018-03-14,26.93,24217397
2018-03-15,26.99,27735692
2018-03-16,26.6,30850196
2018-03-19,26.32,43114946
2018-03-20,26.4,23385657
2018-03-21,26.38,22855417
2018-03-22,26.42,28469790
2018-03-23,26.2,22213934
2018-03-26,26.34,20654346
2018-03-27,26.72,54171433
2018-03-28,26.45,29775351
2018-03-29,26.82,19082930
2018-04-02,27.18,23912551
2018-04-03,27.19,21693695
2018-04-04,26.98,25370693
2018-04-05,27.17,29545288
2018-04-06,27.0,31022239
2018-04-09,27.1,19785293
2018-04-10,27.54,22295855
2018-04-11,27.82,29465566
2018-04-12,27.42,37136661
2018-04-13,27.05,25137124
2018-04-16,26.92,26732561
2018-04-17,27.21,27252287
2018-04-18,27.18,30326645
2018-04-19,27.5,48835876
2018-04-20,27.66,23552008
2018-04-23,27.01,28564010
2018-04-24,26.73,29858689
2018-04-25,26.87,20320070
2018-04-26,27.1,27701686
2018-04-27,27.66,41569383
2018-04-30,27.85,37406396
2018-05-01,27.68,19904200
2018-05-02,27.79,16424902
2018-05-03,27.54,47259841
2018-05-04,27.19,36657142
2018-05-07,27.31,24527119
2018-05-08,27.62,28456728
2018-05-09,27.49,24886269
2018-05-10,27.28,29660543
2018-05-11,27.71,30768027
2018-05-14,27.76,33809674
2018-05-15,27.67,24830334
2018-05-16,27.34,49747950
2018-05-17,26.82,38586074
2018-05-18,26.66,33946196
2018-05-21,26.4,27765825
2018-05-22,26.55,32252957
2018-05-23,26.5,28259568
2018-05-24,26.45,36510961
2018-05-25,26.23,17872153
2018-05-29,26.88,51381492
2018-05-30,27.32,28453934
2018-05-31,27.01,27930648
2018-06-01,26.55,24229147
2018-06-04,26.57,24913055
2018-06-05,27.03,39867764
2018-06-06,26.93,38286456
2018-06-07,27.03,29008458
2018-06-08,27.0,14460588
2018-06-11,27.04,19830110
2018-06-12,27.0,16861332
2018-06-13,27.45,41119065
2018-06-14,27.07,26375434
2018-06-15,26.82,26934935
2018-06-18,25.79,47096963
2018-06-19,25.56,24532282
2018-06-20,25.29,26148115
2018-06-21,25.77,47845190
2018-06-22,25.04,20910174
2018-06-25,24.96,39465036
2018-06-26,25.03,27562994
2018-06-27,25.14,31011128
2018-06-28,24.49,19194673
2018-06-29,24.48,42418603
2018-07-02,24.19,29590526
2018-07-03,24.32,37206152
2018-07-05,25.19,43695427
2018-07-06,25.33,24045704
2018-07-09,25.29,28050605
2018-07-10,25.52,19945738
2018-07-11,25.34,32509207
2018-07-12,25.18,38019140
2018-07-13,25.1,27070955
2018-07-16,24.17,30675899
2018-07-17,24.11,25592377
2018-07-18,23.89,20378512
2018-07-19,23.74,20362248
2018-07-20,23.25,31626303
2018-07-23,23.1,39115232
2018-07-24,23.23,22187909
2018-07-25,22.93,52174646
2018-07-26,23.1,20690696
2018-07-27,23.37,35049424
2018-07-30,23.54,39138160
2018-07-31,23.09,43245052
2018-08-01,22.85,37156472
2018-08-02,22.96,16658336
2018-08-03,22.8,18134870
2018-08-06,23.1,41747105
2018-08-07,23.36,27134246
2018-08-08,23.22,21141579
2018-08-09,23.64,56941307
2018-08-10,23.3,34040078
2018-08-13,22.74,53050615
2018-08-14,22.93,19129934
2018-08-15,23.12,22049795
2018-08-16,22.87,31809260
2018-08-17,23.03,43197172
2018-08-20,23.31,34168078
2018-08-21,23.61,34950591
2018-08-22,23.34,30421471
2018-08-23,23.06,19603186
2018-08-24,23.23,25578548
2018-08-27,22.66,42768709
2018-08-28,22.6,50222341
2018-08-29,23.04,47205774
2018-08-30,23.23,35160696
2018-08-31,23.41,25475922
2018-09-04,23.66,26466885
2018-09-05,23.38,40020126
2018-09-06,22.64,26197746
2018-09-07,22.68,25557698
2018-09-10,23.21,23489228
2018-09-11,23.66,28147749
2018-09-12,23.4,37100671
2018-09-13,23.5,24712254
